text,to_user_id,from_user,id,from_user_id,iso_language_code,source,profile_image_url,geo_type,geo_coordinates_0,geo_coordinates_1,created_at,time
Notes from Interactive Infographics #interinfo #sxsw: Yesterday was the Interactive Infographics panel at South b... http://bit.ly/aTStuv,,Columbeurs,10607111176,21588358,en,<a href="http://twitterfeed.com" rel="nofollow">twitterfeed</a>,,,0,0,0,0
Notes from Interactive Infographics #interinfo #sxsw http://bit.ly/9OiR9t,,flowingdata,10607111571,14109167,en,<a href="http://twitterfeed.com" rel="nofollow">twitterfeed</a>,,,0,0,0,0
RT @flowingdata: Notes from Interactive Infographics #interinfo #sxsw http://bit.ly/9OiR9t,,patrickhealy,10607197376,6035182,en,<a href="http://www.seesmic.com/" rel="nofollow">Seesmic</a>,,,0,0,0,0
informática: - Notes from Interactive Infographics #interinfo #sxsw http://bit.ly/dyRmUO,,CienciasExactas,10607465419,26016195,en,<a href="http://twitterfeed.com" rel="nofollow">twitterfeed</a>,,,0,0,0,0
RT @flowingdata Notes from Interactive Infographics #interinfo #sxsw http://bit.ly/buPLim,,bryanconnor,10607740851,18686296,en,<a href="http://tweetmeme.com" rel="nofollow">TweetMeme</a>,,,0,0,0,0
Notes from Interactive Infographics #interinfo #sxsw: 					Yesterday was the Interactive Infographics panel at... http://bit.ly/dyRmUO,,david_brush_gr,10607784511,65070743,en,<a href="http://twitterfeed.com" rel="nofollow">twitterfeed</a>,,,0,0,0,0
RT @flowingdata Notes from Interactive Infographics #interinfo #sxsw http://bit.ly/buPLim,,yamhoechee,10607943811,21984758,en,<a href="http://tweetmeme.com" rel="nofollow">TweetMeme</a>,,,0,0,0,0
Notes from Interactive Infographics #interinfo #sxsw http://flowingdata.com/2010/03/17/notes-from-interactive-infographics-interinfo-sxsw/,,ml_bot,10608333498,71772175,en,<a href="http://yusuke.homeip.net/twitter4j/" rel="nofollow">Twitter4J</a>,,,0,0,0,0
Notes from Interactive Infographics #interinfo #sxsw http://bit.ly/9OiR9t via @flowingdata,,SeanMcColgan,10609370245,6108012,en,<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>,,,0,0,0,0
RT @flowingdata: Notes from Interactive Infographics #interinfo #sxsw http://bit.ly/9OiR9t,,openroadmaps,10611039297,17967483,en,<a href="http://tweeterena.com" rel="nofollow">Tweeterena</a>,,,0,0,0,0
Notes from Interactive Infographics #interinfo #sxsw http://bit.ly/94cB0P  /cc @feedly,,industwetrust,10611248413,1999031,en,<a href="http://www.feedly.com" rel="nofollow">feedly</a>,,,0,0,0,0
RT @flowingdata: Notes from Interactive Infographics #interinfo #sxsw http://bit.ly/9OiR9t,,ripetungi,10611422704,93944461,en,<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>,,,0,0,0,0
Interactive infographics + ipad + subscription = revenue model? #interinfo,,SeanMcColgan,10612272862,6108012,en,<a href="http://www.tweetdeck.com/" rel="nofollow">TweetDeck</a>,,,0,0,0,0
Interactive infographics + ipad + subscription = revenue model? #interinfo /via @SeanMcColgan I know I would buy it,,madamelolo,10612362102,8857522,en,<a href="http://www.atebits.com/" rel="nofollow">Tweetie</a>,,,0,0,0,0
Notes from Interactive Infographics #interinfo #sxsw http://trunc.it/6ft7e (via @flowindata),,JanWillemTulp,10612886918,21084111,en,<a href="http://www.twittergadget.com" rel="nofollow">TwitterGadget</a>,,,0,0,0,0
Notes from Interactive Infographics #interinfo #sxsw http://trunc.it/6ft7e (via @flowindata): Notes from In... http://bit.ly/95OAoc #sxswsf,,chadcooke,10612951382,122019842,en,<a href="http://twitterfeed.com" rel="nofollow">twitterfeed</a>,,,0,0,0,0
Trying to read back through #interinfo session tweets but @Twitter keeps crashing. Any reliable way to read back through archived tweets?,,ChrisSpurlock,10593368140,22107142,en,<a href="http://www.hootsuite.com" rel="nofollow">HootSuite</a>,,,0,0,0,0
Ping if you want the notes Nathan mentions RT @flowingdata Notes from Interactive Infographics #interinfo http://bit.ly/9OiR9t,,jpmarcum,10618019822,31513,en,<a href="http://www.atebits.com/" rel="nofollow">Tweetie</a>,,,0,0,0,0
RT @flowingdata: Notes from Interactive Infographics #interinfo #sxsw http://bit.ly/9OiR9t,,imusicmash,10617626074,5995482,en,<a href="http://pivotallabs.com/landing/tweed" rel="nofollow">Tweed</a>,,,0,0,0,0
RT @flowingdata: Notes from Interactive Infographics #interinfo #sxsw http://bit.ly/9OiR9t,,deboralopez,10618369505,18399940,en,<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>,,,0,0,0,0
@flowingdata Notes from Interactive Infographics #interinfo #sxsw,14109167,amysp,10619599693,18233532,en,web,,,0,0,0,0
RT @flowingdata: Notes from Interactive Infographics #interinfo #sxsw http://bit.ly/9OiR9t,,BrianOShea,10627008331,31977286,en,<a href="http://www.tweetdeck.com/" rel="nofollow">TweetDeck</a>,,,0,0,0,0
Notes from Interactive Infographics #interinfo #sxsw http://is.gd/aLr6E,,jcukier,10627677588,14624309,en,web,,,0,0,0,0
Notes from Interactive Infographics #interinfo #sxsw http://goo.gl/cUCS,,LaMotheLinks,10628366762,114785215,en,<a href="http://reader2twitter.appspot.com/" rel="nofollow">Google2Tweet</a>,,,0,0,0,0
RT @Beckland: @Mint has some amazing infographics also at http://www.mint.com/blog/ #interinfo #sxswi #sxsw,,lsherman,10634136996,7338082,en,<a href="http://www.atebits.com/" rel="nofollow">Tweetie</a>,,,0,0,0,0
Searched Twitter for #interinfo: http://tinyurl.com/yhjvbuu,,paulrecalde,10636709441,111022844,en,web,,,0,0,0,0
@lsherman Boy did I think of you watching the Twitter stream of the #interinfo panel! Did you get to see it? Would love to see animation,7338082,Beckland,10638668718,15169908,en,<a href="http://www.hootsuite.com" rel="nofollow">HootSuite</a>,,,0,0,0,0
Notes from Interactive Infographics #interinfo #sxsw http://ff.im/-hHkzd,,paulwalker,10645515308,815502,en,<a href="http://friendfeed.com" rel="nofollow">FriendFeed</a>,,,0,0,0,0
#interactiveinfographics has been changed to #interinfo  #sxsw,,cjromb,10585867302,50714111,en,<a href="http://www.tweetdeck.com/" rel="nofollow">TweetDeck</a>,,,0,0,0,0
The new Southby tradition- shorten the panel hashtag #interinfo #sxswi,,thFOOL,10586249375,14115364,en,<a href="http://www.atebits.com/" rel="nofollow">Tweetie</a>,,,0,0,0,0
Attending #interinfo #sxsw,,mckayp,10586264579,24726102,en,<a href="http://www.deliciousmorsel.com/app/twee" rel="nofollow">Twee</a>,,,0,0,0,0
Hashtag update: #interinfo is the hashtag not #interactiveinfographics for this panel. #sxsw,,johnmorton,10586271362,1506321,en,web,,,0,0,0,0
new hashtag #interinfo @goodfeed @nytimes @processingjs @stamen #SXSW #interactiveinfographics,,HeatherLaGarde,10586271622,17473883,en,<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>,,,0,0,0,0
#interactiveinfographics now #interinfo. #sxswi extremely long hashtags strikes again.,,sunrisedream,10586271611,26590797,en,web,,,0,0,0,0
Sitting down for interactive infographics w/ @goodfeed @nytimes @processingjs @stamen #SXSW #interinfo,,emaher,10586278423,14117934,en,<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>,,,0,0,0,0
In the Interactive Infographics talk #interinfo with @ellielovell and @rasga #sxswi #wxwm,,john383,10586281233,8019582,en,<a href="http://www.atebits.com/" rel="nofollow">Tweetie</a>,,,0,0,0,0
