text,to_user_id,from_user,id,from_user_id,iso_language_code,source,profile_image_url,geo_type,geo_coordinates_0,geo_coordinates_1,created_at,time
Attending #interinfo #sxsw,,mckayp,10586264579,24726102,en,<a href="http://www.deliciousmorsel.com/app/twee" rel="nofollow">Twee</a>,,,0,0,0,0
Hashtag update: #interinfo is the hashtag not #interactiveinfographics for this panel. #sxsw,,johnmorton,10586271362,1506321,en,web,,,0,0,0,0
new hashtag #interinfo @goodfeed @nytimes @processingjs @stamen #SXSW #interactiveinfographics,,HeatherLaGarde,10586271622,17473883,en,<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>,,,0,0,0,0
#interactiveinfographics now #interinfo. #sxswi extremely long hashtags strikes again.,,sunrisedream,10586271611,26590797,en,web,,,0,0,0,0
Sitting down for interactive infographics w/ @goodfeed @nytimes @processingjs @stamen #SXSW #interinfo,,emaher,10586278423,14117934,en,<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>,,,0,0,0,0
In the Interactive Infographics talk #interinfo with @ellielovell and @rasga #sxswi #wxwm,,john383,10586281233,8019582,en,<a href="http://www.atebits.com/" rel="nofollow">Tweetie</a>,,,0,0,0,0
Attending "Interactive Infographics" #sxsw #interinfo,,piggott,10586283619,16143115,en,<a href="http://beakapp.com" rel="nofollow">Beak</a>,,,0,0,0,0
#SXSW I love the stuff from @GOOD looking forward to this session #interinfo,,bhansbarf,10586283612,122610974,en,<a href="http://tweetgrid.com/" rel="nofollow">TweetGrid</a>,,,0,0,0,0
Starting the Interactive Infographics session. #interinfo #sxsw (@ Austin Convention Center w/ 172 others) http://4sq.com/8RQqOx,,rephlexs,10586285694,9333432,en,<a href="http://foursquare.com" rel="nofollow">foursquare</a>,,,0,0,0,0
Great turnout for #interinfo - check out @TBWA @chiatday #sxsw infographic: http://sxsw.tbwachiat.com,,shaunrance,10586286299,7857022,en,web,,,0,0,0,0
Just joined session #interinfo - Info Graphics @ #sxsw,,lewisadamc,10586290701,36104936,en,<a href="http://www.twitgether.com" rel="nofollow">twitgether</a>,,,0,0,0,0
RT @thFOOL: The new Southby tradition- shorten the panel hashtag #interinfo #sxswi,,sunrisedream,10586292067,26590797,en,web,,,0,0,0,0
loving the hashtag rewrites at #sxsw - power to the panels! best yet is #interinfo in lieu of interactive infographics,,freshelectrons,10586297847,817394,en,<a href="http://83degrees.com/to/powertwitter" rel="nofollow">Power Twitter</a>,,,0,0,0,0
#interinfo up next!  Love how just about every panel has had to shorten their hashtags #sxsw #someondidntunderstandtwitter,,afterman,10586299178,15248305,en,<a href="/devices" rel="nofollow">txt</a>,,,0,0,0,0
Come help me liveblog and take good notes for others for the #interactiveinfographics panel at #sxsw! (#interinfo) http://fyre.it/1S,,jennalanger,10586308440,15668684,en,<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>,,,0,0,0,0
#interinfo with caplowe from Good ben fry and nytimes dataviz guy.. #sxswi,,HubrisSonic,10586313324,15972656,en,<a href="http://twitterrific.com" rel="nofollow">Twitterrific</a>,,,0,0,0,0
This is going to be a sick session #interinfo #sxswi,,jonnytee,10586313337,14577922,en,<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>,,,0,0,0,0
#SXSW #interactiveinfographics is now #interinfo,,krening,10586320315,9264672,en,web,,,0,0,0,0
Here at interactive Infographics panel discussion and heading to airport.  #interinfo #sxsw,,BrianGerry,10586327804,15694417,en,web,,,0,0,0,0
My dear friend and colleague at GOOD Casey Caplowe presenting at #sxsw #interinfo. Come on down!,,ThePublicStudio,10586328414,26317512,en,<a href="http://www.tweetdeck.com/" rel="nofollow">TweetDeck</a>,,,0,0,0,0
They better give a shout out to Tufte. #interinfo #sxsw,,sabernar,10586329487,20858432,en,<a href="http://twitterrific.com" rel="nofollow">Twitterrific</a>,,,0,0,0,0
Checkinging out #interinfo graphics. #sxsw  http://twitpic.com/18zthp,,peterchester,10586332744,13924512,en,<a href="http://echofon.com/" rel="nofollow">Echofon</a>,,,0,0,0,0
At panel on interactive infographics (#interinfo) - 4 panelists Caplowe Carter Fry Rudenbeck #sxsw,,bphuettner,10586340347,8096592,en,<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>,,,0,0,0,0
Nyt and good mag repping at #interinfo #sxsw,,tylermetzger,10586345253,16305157,en,<a href="http://twidroid.com" rel="nofollow">twidroid</a>,,,0,0,0,0
Infographic are my porn #interinfo #sxsw,,etAlly,10586351587,23541701,en,<a href="http://mobile.twitter.com" rel="nofollow">mobile web</a>,,,0,0,0,0
Give artists data and see what they come up with #interinfo #sxsw #sxtxstate,,jonzmikly,10586356766,16077803,en,web,,,0,0,0,0
Session info page: Interactive Infographics http://bit.ly/bL9jhs #interinfo #sxswi,,johnmorton,10586365864,1506321,en,<a href="http://bit.ly" rel="nofollow">bit.ly</a>,,,0,0,0,0
Join the discussion about the Interactive Infographics panel here! http://fyre.it/1S  #interinfo #sxsw,,Livefyre,10586369698,43765496,en,<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>,,,0,0,0,0
Checking out the #interinfo panel ... #SXSWi Interactive Infographics is an awesome way to spice up a boring report..,,cgawley,10586372194,17827085,en,<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>,,,0,0,0,0
outstanding panel lineup insights and examples from the frontier of interactive infographics. bring on the visualizations! #interinfo #sxsw,,halletecco,10586382387,9128522,en,<a href="http://cotweet.com/?utm_source=sp1" rel="nofollow">CoTweet</a>,,,0,0,0,0
My dear friend and colleague from @GOOD Casey Caplowe talking infographics at #sxsw #interinfo. Hurry!,,ThePublicStudio,10586399109,26317512,en,<a href="http://www.tweetdeck.com/" rel="nofollow">TweetDeck</a>,,,0,0,0,0
RT @jonzmikly: Give artists data and see what they come up with #interinfo #sxsw #sxtxstate,,emaher,10586428537,14117934,en,<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>,,,0,0,0,0
#goodmagazine goes to all types of graphic artists and for infographics to push the artform. #interinfo #sxswi,,somnio_sxsw,10586432902,115497822,en,<a href="http://www.tweetdeck.com/" rel="nofollow">TweetDeck</a>,,,0,0,0,0
#goodmagazine goes to all types of graphic artists and for infographics to push the artform. #interinfo #sxswi,,glamourschatz,10586433233,16291711,en,<a href="http://www.tweetdeck.com/" rel="nofollow">TweetDeck</a>,,,0,0,0,0
RT @ThePublicStudio: My dear friend and colleague from @GOOD Casey Caplowe talking infographics at #sxsw #interinfo. Hurry!,,lacommons,10586442307,107543919,en,web,,,0,0,0,0
Largest Bankruptcies in History infographic:  http://bit.ly/5lbP4y #interinfo #sxsw,,kittygutz,10586471827,14055250,en,<a href="http://www.seesmic.com/" rel="nofollow">Seesmic</a>,,,0,0,0,0
Giving us some eye candy to start things off -- including a kinetic text video that Good turned into a static piece. #interinfo #sxsw,,abfdc,10586481539,1058581,en,<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>,,,0,0,0,0
hoping @infobeautiful gets a nod in the #interinfo #sxswi session.,,sunrisedream,10586491623,26590797,en,web,,,0,0,0,0
Really excited to be in the "Interactive Infographics" session at #sxsw. My designer people have any questions for #interinfo?,,mitchmaxson,10586497402,14739910,en,<a href="http://www.atebits.com/" rel="nofollow">Tweetie</a>,,,0,0,0,0
Interactive Infographics panel is awesome already. Wish I could think this way and create these kinds of images.  #jealous #interinfo  #sxsw,,MadisonCraig,10586500015,14198272,en,<a href="http://www.tweetdeck.com/" rel="nofollow">TweetDeck</a>,,,0,0,0,0
Eyecandy eyecandy eyecandy at #interinfo #sxswi. Hope they share the slide deck at the end.,,wynnxiaowu,10586507393,16068792,en,<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>,,,0,0,0,0
RT @kittygutz: Largest Bankruptcies in History infographic:  http://bit.ly/5lbP4y #interinfo #sxsw,,April1041,10586527124,21140375,en,<a href="http://apiwiki.twitter.com/" rel="nofollow">API</a>,,,0,0,0,0
At the #interinfo panel w/@jessesage @jerryatsxsw...on a side note @MrStreetPeeper is in Austin! #sxsw,,dddiana,10586535499,7569642,en,web,,,0,0,0,0
Ben Fry is talking at the interactive info panel! #interinfo #sxsw,,z,10586549178,2404341,en,<a href="http://www.atebits.com/" rel="nofollow">Tweetie</a>,,,0,0,0,0
Some really beautiful infographics being shown in #interinfo #sxsw. I just love visualized data beautiful.,,kennon,10586553074,14156872,en,<a href="http://echofon.com/" rel="nofollow">Echofon</a>,,,0,0,0,0
In the "Interactive Infographics" panel. #sxsw #interinfo,,kyle1point0,10586560046,7594962,en,web,,,0,0,0,0
Ben Fry from Processing.org - making data strikingly evident through visual storytelling #sxsw #interinfo,,abfdc,10586566937,1058581,en,<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>,,,0,0,0,0
Indeed. Good stuff. RT @stedman: Mmmm chart porn. #sxswi #interinfo,11379342,CamGross,10586584443,10995742,en,<a href="http://tweetchat.com/" rel="nofollow">TweetChat</a>,,,0,0,0,0
More really good infographics:  http://bit.ly/cXrMBo #interinfo #sxsw,,kittygutz,10586591006,14055250,en,<a href="http://www.seesmic.com/" rel="nofollow">Seesmic</a>,,,0,0,0,0
#benfry shows infographic of water usage in stadium during Olympic hockey game. Data must tell story.  #sxswi  #interinfo,,glamourschatz,10586603970,16291711,en,<a href="http://www.tweetdeck.com/" rel="nofollow">TweetDeck</a>,,,0,0,0,0
#benfry shows infographic of water usage in stadium during Olympic hockey game. Data must tell story.  #sxswi  #interinfo,,somnio_sxsw,10586604390,115497822,en,<a href="http://www.tweetdeck.com/" rel="nofollow">TweetDeck</a>,,,0,0,0,0
Ben Fry on visualizing large sets of data. #interinfo #sxswi,,aliciaeler,10586620805,17261320,en,<a href="http://www.hootsuite.com" rel="nofollow">HootSuite</a>,,,0,0,0,0
Infographics tell short stories #interinfo #sxswi,,SLand424,10586627116,31350485,en,<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>,,,0,0,0,0
Data is a lot more interesting than you are as the designer - Ben Fry #sxswi #interinfo,,CamGross,10586647439,10995742,en,<a href="http://tweetchat.com/" rel="nofollow">TweetChat</a>,,,0,0,0,0
The data is more interesting than you are as a designer many times." - Ben Fry #interinfo #sxsw,,samuelyu,10586648851,12547462,en,<a href="http://www.tweetdeck.com/" rel="nofollow">TweetDeck</a>,,,0,0,0,0
The data is more interesting than you are as a designer. Get out of the way and let it do its own thing. - Ben Fry #interinfo #sxsw,,abfdc,10586652825,1058581,en,<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>,,,0,0,0,0
data is more interesting than you are as a designer. Your role is to pull that story out and get out of the way #interinfo #sxsw #sxtxstate,,jonzmikly,10586655961,16077803,en,web,,,0,0,0,0
Ben Fry: Sometimes the data is more beautiful than your design and you should just get out of the way #interinfo #sxsw,,kennon,10586657902,14156872,en,<a href="http://echofon.com/" rel="nofollow">Echofon</a>,,,0,0,0,0
I am so jealous of everyone at the #interinfo #sxsw panel right now...,,ErikaSays,10586664628,20098164,en,<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>,,,0,0,0,0
RT @kittygutz: More really good infographics:  http://bit.ly/cXrMBo #interinfo #sxsw,,emaher,10586667705,14117934,en,<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>,,,0,0,0,0
Can you discuss the de-humanizing effect of infographics like GOOD Haiti contest winner showing 100k deaths as 1 square? #interinfo #sxswi,,fixpert,10586669060,470543,en,<a href="http://www.atebits.com/" rel="nofollow">Tweetie</a>,,,0,0,0,0
Ben Fry Casey Caplowe  Eric Rodenbeck  Shan Carter starting really strong - great panel #sxsw #interinfo,,HeatherLaGarde,10586670067,17473883,en,<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>,,,0,0,0,0
#SXSW #interinfo @benfry is a pretty clever dude. The data is more interesting than you are as a designer sometimes. Ha!,,1trickpony,10586670329,26829510,en,<a href="http://www.stone.com/Twittelator" rel="nofollow">Twittelator</a>,,,0,0,0,0
The data is a lot more interesting that you are. - Ben Fry #interinfo #sxsw,,glennplatt,10586671540,14231950,en,<a href="http://www.atebits.com/" rel="nofollow">Tweetie</a>,,,0,0,0,0
The data is often more interesting by itself than what you as a Designer can do with it. #interinfo #sxsw,,DustinAskins,10586674581,693803,en,<a href="http://www.atebits.com/" rel="nofollow">Tweetie</a>,,,0,0,0,0
RT @kennon: Ben Fry: Sometimes the data is more beautiful than your design and you should just get out of the way #interinfo #sxsw,,HeatherLaGarde,10586674727,17473883,en,<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>,,,0,0,0,0
Data is more interesting than you are as a designer. Let the data tell the story and get out of the way. - Ben Fry #interinfo #sxsw,,yknakano,10586674937,11409282,en,<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>,,,0,0,0,0
Long live short hashtags RT @krening: #SXSW #interactiveinfographics is now #interinfo,,Beckland,10586684333,15169908,en,<a href="http://www.hootsuite.com" rel="nofollow">HootSuite</a>,,,0,0,0,0
Project for GE- database of 11 million patient records. How can we use data to tell story about health? - Ben Fry #interinfo #sxsw,,abfdc,10586686069,1058581,en,<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>,,,0,0,0,0
RT @HeatherLaGarde: Ben Fry Casey Caplowe  Eric Rodenbeck  Shan Carter starting really strong - great panel #sxsw #interinfo,,madamelolo,10586693115,8857522,en,<a href="http://apiwiki.twitter.com/" rel="nofollow">API</a>,,,0,0,0,0
not trying to be anal but all examples so far are static pics in frozen slides rather than interactive infographics #interinfo ? #sxsw,,abc3d,10586698865,37010284,en,<a href="http://www.tweetdeck.com/" rel="nofollow">TweetDeck</a>,,,0,0,0,0
Trick people into thinking about correlations and relationships with saying the word "correlation." - - Ben Fry #interinfo #sxsw,,abfdc,10586706058,1058581,en,<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>,,,0,0,0,0
Good mag nyt Ben Fry stamen design talking infographics #interinfo  #sxsw,,jenn__chen,10586714059,17001717,en,<a href="http://www.tweetdeck.com/" rel="nofollow">TweetDeck</a>,,,0,0,0,0
RT @abfdc: Trick people into thinking about correlations and relationships with saying the word "correlation." - - Ben Fry #interinfo #sxsw,,AIngerman,10586725290,25514399,en,web,,,0,0,0,0
ahahah apologies for being anal :) interactive being shown right now! #interinfo #sxsw,,abc3d,10586734566,37010284,en,<a href="http://www.tweetdeck.com/" rel="nofollow">TweetDeck</a>,,,0,0,0,0
Sometimes data is more interesting than you as a designer #interinfo #sxsw,,oui_aoki,10586735342,15026349,en,<a href="/devices" rel="nofollow">txt</a>,,,0,0,0,0
RT: Data is more interesting than you are as a designer. Let the data tell the story and get out of the way. - Ben Fry #interinfo #sxsw,,somnio_sxsw,10586738025,115497822,en,web,,,0,0,0,0
Following #interinfo (Interactive infographics at #sxsw). Lots of "ooohs" and  "ahhhs.",,ZingChart,10586740123,95296236,en,<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>,,,0,0,0,0
#sxsw #interinfo Great stuff!  http://j.mp/aqC02E,,pieheads,10586740117,24036252,en,<a href="http://www.atebits.com/" rel="nofollow">Tweetie</a>,,,0,0,0,0
#SXSW #interinfo ben fry "The data is more interesting than you are as a designer sometimes",,dwayne_king,10586757689,14120626,en,<a href="http://twidroid.com" rel="nofollow">twidroid</a>,,,0,0,0,0
#SXSW "Interactive Infographics" #interinfo http://flic.kr/p/7LdaUc,,bhans,10586782944,13754402,en,<a href="http://flickr.com/services/twitter/" rel="nofollow">Flickr</a>,,,0,0,0,0
often the data is more interesting then you the designer. Your role is to get out of the way.   #interinfo #sxsw #yam,,scubachris,10586797117,7998932,en,<a href="http://www.tweetdeck.com/" rel="nofollow">TweetDeck</a>,,,0,0,0,0
Processing.org is free and open source. Trying to get designers addicted to programming. - Ben Fry #interinfo #sxsw,,abfdc,10586808879,1058581,en,<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>,,,0,0,0,0
Love great infographics RT @kittygutz: Largest Bankruptcies in History infographic:  http://bit.ly/5lbP4y #interinfo #sxsw,,brensmith,10586811325,5797822,en,<a href="http://www.hootsuite.com" rel="nofollow">HootSuite</a>,,,0,0,0,0
RT @yknakano Data is more interesting than you are as a designer. Let data tell the story and get out of the way. - Ben Fry #interinfo #sxsw,,jeremytai,10586815076,791558,en,<a href="http://www.atebits.com/" rel="nofollow">Tweetie</a>,,,0,0,0,0
Processing - simple programming language to display data #interinfo #sxsw,,sabernar,10586823144,20858432,en,<a href="http://twitterrific.com" rel="nofollow">Twitterrific</a>,,,0,0,0,0
Get people thinking about correlation without saying correlation #interinfo #sxsw,,JayarDonlan,10586831821,15206819,en,<a href="http://twidroid.com" rel="nofollow">twidroid</a>,,,0,0,0,0
RT @abfdc: Processing.org is free and open source. Trying to get designers addicted to programming. - Ben Fry #interinfo #sxsw #interinfo,,CamGross,10586835013,10995742,en,<a href="http://tweetchat.com/" rel="nofollow">TweetChat</a>,,,0,0,0,0
GE commisioned Fry to create a piece based on the data of 11 million patients. Very impressive. #interinfo #sxsw,,samuelyu,10586834973,12547462,en,<a href="http://www.tweetdeck.com/" rel="nofollow">TweetDeck</a>,,,0,0,0,0
@Mint has some amazing infographics also at http://www.mint.com/blog/ #interinfo #sxswi #sxsw,13796572,Beckland,10586840386,15169908,en,<a href="http://www.hootsuite.com" rel="nofollow">HootSuite</a>,,,0,0,0,0
RT @abfdc: Processing.org is free and open source. Trying to get designers addicted to programming. - Ben Fry #interinfo #sxsw,,johnmorton,10586842690,1506321,en,web,,,0,0,0,0
processing running on android! #interinfo #sxsw,,Lena_,10586856254,5415222,en,<a href="http://www.tweetdeck.com/" rel="nofollow">TweetDeck</a>,,,0,0,0,0
Processing on Android - entire human genome on an Android device #interinfo #sxsw,,sabernar,10586860977,20858432,en,<a href="http://twitterrific.com" rel="nofollow">Twitterrific</a>,,,0,0,0,0
RT @abfdc: Processing.org is free and open source. Trying to get designers addicted to programming. - Ben Fry #interinfo #sxsw,,AIngerman,10586861583,25514399,en,web,,,0,0,0,0
RT @somnio_sxsw: Data is more interesting than you are as a designer. Let data tell the story get out of the way. Ben Fry #interinfo #sxsw,,bphuettner,10586871559,8096592,en,<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>,,,0,0,0,0
Data is more interesting than the designer most times. Let data tell the story and get out of the way - Ben Fry #interinfo #sxswi,,cohnwolfe,10586876854,19584100,en,<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>,,,0,0,0,0
Just spotted another Dell Latitude D630 in front of me. AND she has a Palm Pixi! #interinfo #sxsw,,samuelyu,10586882283,12547462,en,<a href="http://www.tweetdeck.com/" rel="nofollow">TweetDeck</a>,,,0,0,0,0
Thirty people in the inforgraphics group at the NY Times. - Shan Carter NY Times #interinfo #sxsw,,abfdc,10586891177,1058581,en,<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>,,,0,0,0,0
There is definitely more that we can be doing with sexy infographics to make university research more accessible #interinfo #wxwm #sxswi,,ellielovell,10586897358,6317752,en,<a href="http://www.tweetdeck.com/" rel="nofollow">TweetDeck</a>,,,0,0,0,0
The newspaper is a version of the web site that we deliver to your house. Yeah every day." - Shan Carter NY Times #interinfo #sxsw,,abfdc,10586908048,1058581,en,<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>,,,0,0,0,0
Darwin Origin of Species graphic: http://benfry.com/traces/ #interinfo #sxswi #sxsw,,Beckland,10586911751,15169908,en,<a href="http://www.hootsuite.com" rel="nofollow">HootSuite</a>,,,0,0,0,0
OMG - New York Times has 30-person infographic department!!!! #interinfo #sxswi,,tracymueller,10586914797,16044756,en,<a href="http://www.atebits.com/" rel="nofollow">Tweetie</a>,,,0,0,0,0
RT @brensmith: Love great infographics RT @kittygutz: Largest Bankruptcies in History infographic:  http://bit.ly/5lbP4y #interinfo #sxsw,,Merkprof,10586928026,17047051,en,<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>,,,0,0,0,0
i hope someone over there listening to #interinfo will shoot me a link to see the slides/notes!?? :) #sxsw,,ramdac,10586930730,1819391,en,<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>,,,0,0,0,0
RT @tracymueller: OMG - New York Times has 30-person infographic department!!!! #interinfo #sxswi,,bonnerj,10586941839,15429550,en,<a href="http://pip.io" rel="nofollow">Pip.io</a>,,,0,0,0,0
RT @ellielovell: There is more we can do w sexy infographics to make university research more accessible #interinfo #wxwm #sxswi,,Beckland,10586942552,15169908,en,<a href="http://www.hootsuite.com" rel="nofollow">HootSuite</a>,,,0,0,0,0
we print newspapers. Its like a website but on paper and delivered to your home" - Shan Carter  from NYT @ #sxsw #interinfo,,ChristieM,10586947607,15571441,en,<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>,,,0,0,0,0
We still deliver a version of our website to your home everyday." — Shan Carter NYTimes.com #interinfo #sxsw,,stanley00,10586953154,791311,en,<a href="http://www.atebits.com/" rel="nofollow">Tweetie</a>,,,0,0,0,0
#benfry hopes #processing addiction will  ruin the careers of programmers and turn them into artists  #interinfo #sxswi,,jnhasty,10586958392,122714871,en,<a href="http://mobile.twitter.com" rel="nofollow">mobile web</a>,,,0,0,0,0
Interactive graphic from NY Times: How Different Groups Spend Their Day  http://nyti.ms/c2pMX5 #interinfo #sxsw,,kittygutz,10586968227,14055250,en,<a href="http://www.seesmic.com/" rel="nofollow">Seesmic</a>,,,0,0,0,0
